"id","base_word","exchange_word","base_claim","exchange_claim","golden_truthfulness_base_claim","shift","axis","judgmental_base","judgmental_exchange","origin_dataset","origin_source"
"handelsvertreter_außendienstmitarbeiter_1","Handelsvertreter","Außendienstmitarbeiter","Aus Unterlagen, die dem stern vorliegen, ergibt sich, dass allein dem Handelsvertreter Robitsch von der CSU eine halbe Million Mark Entschädigung gezahlt werden musste.","Aus Unterlagen, die dem Stern vorliegen, ergibt sich, dass allein dem Außendienstmitarbeiter Robitsch von der CSU eine halbe Million Mark Entschädigung gezahlt werden musste.","true","left","economic","0","0","Medienkompass","www.stern.de"
"handelsvertreter_außendienstmitarbeiter_2","Handelsvertreter","Außendienstmitarbeiter","Ein Handelsvertreter, der zufällig dort ist, wird aufgefordert, wieder zu gehen.","Ein Außendienstmitarbeiter, der zufällig dort ist, wird aufgefordert, wieder zu gehen.","true","left","economic","0","0","Medienkompass","www.n-tv.de"
"hausmeister_facility manager_1","Hausmeister","Facility Manager","Wir haben den Hausmeister geholt und sie schnell abgebaut.","Wir haben den Facility Manager geholt und es schnell abgebaut.","true","none","social","0","0","Medienkompass","www.n-tv.de"
"hausmeister_facility manager_2","Hausmeister","Facility Manager","Herr Merkel ist der Hausmeister am Schliemann-Gymnasium im Berliner Stadtteil Prenzlauer Berg, seine Namensvetterin gibt hier eine Vertretungsstunde.","Herr Merkel ist der Facility Manager am Schliemann-Gymnasium im Berliner Stadtteil Prenzlauer Berg, seine Namensvetterin gibt hier eine Vertretungsstunde.","true","none","social","0","0","Medienkompass","www.n-tv.de"
"hausmeister_facility manager_3","Hausmeister","Facility Manager","Von Sebastian Christ und Hans Peter Schütz Variante 1: Koch bleibt als geschäftsführender Ministerpräsident im Amt Von Sebastian Christ Angenommen, Roland Koch wäre Hausmeister an einer Schule.","Von Sebastian Christ und Hans Peter Schütz Variante 1: Koch bleibt als geschäftsführender Ministerpräsident im Amt. Von Sebastian Christ: Angenommen, Roland Koch wäre Facility-Manager an einer Schule.","true","none","social","0","0","Medienkompass","www.stern.de"
"hochpreisig_teuer_1","hochpreisig","teuer","Die Scheiben einer Sparkassenfiliale gingen zu Bruch, auch einige hochpreisige Wagen.","Die Scheiben einer Sparkassenfiliale gingen zu Bruch, auch einige teure Wagen.","true","none","economic","0","0","Medienkompass","www.sueddeutsche.de"
"häftling_knacki_1","Häftling","Knacki","Steigende Energiekosten spielten für Millionäre, Migranten, Flüchtlinge, Hartz-IV-Empfänger und Häftlinge keine Rolle.","Steigende Energiekosten spielen für Millionäre, Migranten, Flüchtlinge, Hartz-IV-Empfänger und Knackis keine Rolle.","false","right","social","0","1","NewsPolyML","correctiv.org"
"häftling_knacki_2","Häftling","Knacki","Die britische Regierung hatte die USA am Sonntag um eine Erklärung für Fotoaufnahmen gebeten, die die Häftlinge unter anderem mit Masken vor Mund und Nase und Fausthandschuhen zeigen.","Die britische Regierung hatte die USA am Sonntag um eine Erklärung für Fotoaufnahmen gebeten, die die Knackies unter anderem mit Masken vor Mund und Nase und Fausthandschuhen zeigen.","true","right","social","0","1","Medienkompass","www.stern.de"
"in den besten jahren_kurz vor dem eintritt ins rentenalter_1","in den besten Jahren","kurz vor dem Eintritt ins Rentenalter","Alle in den besten Jahren, doch als Hoffnungsträger gehen sie nicht durch.","Alle kurz vor dem Eintritt ins Rentenalter, doch als Hoffnungsträger gehen sie nicht durch.","true","left","social","0","0","Medienkompass","www.stern.de"
"in den krieg ziehen_zu den waffen greifen_1","in den Krieg ziehen","zu den Waffen greifen","Für die Frauenrechte in Afghanistan wollten alle vor 20 Jahren in den Krieg ziehen, heute interessiert das keine Sau.","Für die Frauenrechte in Afghanistan wollten alle vor 20 Jahren zu den Waffen greifen, heute interessiert das keine Sau.","false","right","social","0","0","DefaktS","Twitter"
"in den krieg ziehen_zu den waffen greifen_2","in den Krieg ziehen","zu den Waffen greifen","Wer sollte die Familien ernähren, wenn die wichtigsten Verdiener in den Krieg ziehen mussten, wer die Ernte einfahren, wenn die männlichen Arbeitskräfte fehlten?","Wer sollte die Familien ernähren, wenn die wichtigsten Verdiener zu den Waffen greifen mussten, wer die Ernte einfahren, wenn die männlichen Arbeitskräfte fehlten?","true","right","social","0","0","Medienkompass","www.sueddeutsche.de"
"innere sicherheit_staatliche überwachung_1","innere Sicherheit","staatliche Überwachung","Der Front National hatte auf einen Wahlkampf gegen Europa und Ausländer gesetzt, er forderte die Schließung der Grenzen und mehr innere Sicherheit.","Der Front National hatte auf einen Wahlkampf gegen Europa und Ausländer gesetzt, er forderte die Schließung der Grenzen und mehr staatliche Überwachung.","true","left","social","0","0","Medienkompass","www.n-tv.de"
"kernenergie_atomenergie_1","Kernenergie","Atomenergie","Erst feiert man den Ausstieg aus #Kohle und #Kernenergie, wo sich jeder fragt, wie es ohne gehen soll.","Erst feiert man den Ausstieg aus der #Kohle und der #Atomenergie, wo sich jeder fragt, wie es ohne gehen soll.","false","none","economic","0","0","DefaktS","Twitter"
"kernenergie_atomenergie_2","Kernenergie","Atomenergie","Lesen Sie mehr im neuen stern Demgegenüber möchte nur ein Drittel der SPD-Anhänger (34 Prozent), dass die Kernenergie länger als geplant genutzt wird - wie es auch SPD-Vordenker Erhard Eppler unter bestimmten Bedingungen für möglich hält.","Demgegenüber möchte nur ein Drittel der SPD-Anhänger (34 Prozent), dass die Atomenergie länger als geplant genutzt wird - wie es auch SPD-Vordenker Erhard Eppler unter bestimmten Bedingungen für möglich hält.","true","none","economic","0","0","Medienkompass","www.stern.de"
"kernenergie_atomenergie_3","Kernenergie","Atomenergie","Merkel wird in der Runde erläutern, wie sich ihre Regierung den Ausstieg aus der Kernenergie in den kommenden Jahren vorstellt.","Merkel wird in der Runde erläutern, wie sich ihre Regierung den Ausstieg aus der Atomenergie in den kommenden Jahren vorstellt.","true","none","economic","0","0","Medienkompass","www.stern.de"
"kernenergie_atomenergie_4","Kernenergie","Atomenergie","Abschied vom traditionellen Familienbild, Blitz-Ausstieg aus der Kernenergie, Aussetzung der Wehrpflicht – das alles hat die ehemals konservative Partei mehrheitsfähig gehalten, aber aus Sicht der Merkel-Kritiker auch recht beliebig gemacht.","Abschied vom traditionellen Familienbild, Blitz-Ausstieg aus der Atomenergie, Aussetzung der Wehrpflicht – das alles hat die ehemals konservative Partei mehrheitsfähig gehalten, aber aus Sicht der Merkel-Kritiker auch recht beliebig gemacht.","true","none","economic","0","0","Medienkompass","www.tagesspiegel.de"
"kernenergie_atomenergie_5","Kernenergie","Atomenergie","Die internationale Gemeinschaft befürchtet, dass der Iran unter dem Deckmantel der friedlichen Nutzung der Kernenergie heimlich an Atomwaffen arbeitet.","Die internationale Gemeinschaft befürchtet, dass der Iran unter dem Deckmantel der friedlichen Nutzung der Atomenergie heimlich an Atomwaffen arbeitet.","true","none","economic","0","0","Medienkompass","www.stern.de"
"kernenergie_atomkraft_1","Kernenergie","Atomkraft","Auch SPD-Fraktionsvorsitzender Frank-Walther Steinmeier empfindet die Wahl als klare Botschaft der Wähler: Kernenergie habe keine Zukunft.","Auch SPD-Fraktionsvorsitzender Frank-Walter Steinmeier empfindet die Wahl als klare Botschaft der Wähler: Atomkraft hat keine Zukunft.","true","none","economic","0","0","Medienkompass","www.sueddeutsche.de"
"kernenergie_atomkraft_2","Kernenergie","Atomkraft","Doch seitdem die Kernenergie wieder die Politik beschäftigt, sind die alten Frontlinien wieder klar erkennbar.","Doch seitdem die Atomkraft die Politik wieder beschäftigt, sind die alten Frontlinien wieder klar erkennbar.","true","none","economic","0","0","Medienkompass","www.stern.de"
"kernenergie_atomkraft_3","Kernenergie","Atomkraft","Der Protest gegen die Kernenergie, vor allem gegen den geplanten Bau eines Meilers in Wyhl, zählt wiederum zu den Gründungsmythen der Grünen.","Der Protest gegen die Atomkraft, vor allem gegen den geplanten Bau eines Meilers in Wyhl, zählt wiederum zu den Gründungsmythen der Grünen.","true","none","economic","0","0","Medienkompass","www.sueddeutsche.de"
"konflikt_krieg_1","Konflikt","Krieg","Der Bundeswehr will sich nicht stärker in den Afghanistan-Konflikt verwickeln lassen und sagt deshalb Nein zu einer Entsendung deutscher Militärausbilder in den umkämpften Süden des Landes.","Die Bundeswehr will sich nicht stärker in den Afghanistan-Krieg verwickeln lassen und sagt deshalb Nein zu einer Entsendung deutscher Militärausbilder in den umkämpften Süden des Landes.","true","left","social","0","0","Medienkompass","www.stern.de"
"konkurrent_mitbewerber_1","Konkurrent","Mitbewerber","Hillary Clinton hat die Vorwahl der Demokraten im US-Staat Nevada gewonnen - und verwies ihren härtesten Konkurrenten Barack Obama auf den zweiten Platz.","Hillary Clinton hat die Vorwahl der Demokraten im US-Staat Nevada gewonnen - und verwies ihren härtesten Mitbewerber Barack Obama auf den zweiten Platz.","true","left","social","0","0","Medienkompass","www.sueddeutsche.de"
"konkurrent_mitbewerber_2","Konkurrent","Mitbewerber","Clinton liegt insgesamt weiter mehrere hundert Delegiertenstimmen vor ihrem Konkurrenten.","Clinton liegt insgesamt weiterhin mehrere hundert Delegiertenstimmen vor ihrem Mitbewerber.","true","left","social","0","0","Medienkompass","www.n-tv.de"
"konkurrent_mitbewerber_3","Konkurrent","Mitbewerber","Der politisch unerfahrene Seiteneinsteiger hatte nach einem aggressiven und populistischen Wahlkampf am Dienstag die Präsidentenwahl gegen seine Konkurrentin Hillary Clinton gewonnen.","Der politisch unerfahrene Seiteneinsteiger hatte nach einem aggressiven und populistischen Wahlkampf am Dienstag die Präsidentenwahl gegen seine Mitbewerberin Hillary Clinton gewonnen.","true","left","social","0","0","Medienkompass","www.n-tv.de"
"konkurrent_mitbewerber_4","Konkurrent","Mitbewerber","Der wahrscheinliche republikanische Präsidentschaftsbewerber Donald Trump hat eine Haftstrafe für seine demokratische Konkurrentin Hillary Clinton gefordert.","Der wahrscheinliche republikanische Präsidentschaftsbewerber Donald Trump hat eine Haftstrafe für seine demokratische Mitbewerberin Hillary Clinton gefordert.","true","left","social","0","0","Medienkompass","www.n-tv.de"
"konspiration_verschwörung_1","Konspiration","Verschwörung","Die beliebteste Konspirationstheorie gegen die USA funktioniert so: Alle Waffenzüge Amerikas waren nur dem einen Ziel untergeordnet, nämlich die Versorgung des Landes und seiner unersättlichen Industrie mit Rohstoffen zu sichern.","Die beliebteste Verschwörungstheorie gegen die USA funktioniert so: Alle Waffenzüge Amerikas waren nur dem einen Ziel untergeordnet, nämlich die Versorgung des Landes und seiner unersättlichen Industrie mit Rohstoffen zu sichern.","true","none","social","0","0","Medienkompass","www.sueddeutsche.de"
"konspiration_verschwörung_2","Konspiration","Verschwörung","In einem dritten Tweet schrieb er dann, alle entsprechenden Berichte über eine Konspiration Russlands mit dem US-Präsidenten seien „Fake News“, und jeder wisse das.","In einem dritten Tweet schrieb er dann, alle entsprechenden Berichte über eine Verschwörung Russlands mit dem US-Präsidenten seien „Fake News“, und jeder wisse das.","true","none","social","0","0","Medienkompass","www.tagesspiegel.de"
"konspiration_verschwörung_3","Konspiration","Verschwörung","Amerikas Kalte Krieger wittern jetzt überall Konspiration.","Amerikas Kalte Krieger wittern jetzt überall Verschwörungen.","true","none","social","0","0","Medienkompass","www.stern.de"
"kopftuchträgerin_kopftuchmädchen_1","Kopftuchträgerin","Kopftuchmädchen","Mit Verve gibt er seitdem die rechte Rampensau: Mal wettert er gegen ""Hass-Bärte"", mal fordert er, Kopftuchträgerinnen mit 1000 Euro pro Jahr zu besteuern.","Mit Verve gibt er seitdem die rechte Rampensau: Mal wettert er gegen ""Hass-Bärte"", mal fordert er, Kopftuchmädchen mit 1000 Euro pro Jahr zu besteuern.","true","right","social","0","0","Medienkompass","www.sueddeutsche.de"
"krankenkasse_gesundheitskasse_1","Krankenkasse","Gesundheitskasse","Krankenkassen zahlen keine Brillen, aber Viagra.","Gesundheitskassen zahlen keine Brillen, aber Viagra.","false","left","social","0","0","NewsPolyML","correctiv.org"
"krankenkasse_gesundheitskasse_2","Krankenkasse","Gesundheitskasse","Nach einer Hochrechnung der Krankenkasse BKK Provita seien bisher in Deutschland bis zu drei Millionen Menschen in ärztlicher Behandlung wegen Impfkomplikationen gewesen.","Nach einer Hochrechnung der Gesundheitskasse BKK Provita seien bisher in Deutschland bis zu drei Millionen Menschen in ärztlicher Behandlung wegen Impfkomplikationen gewesen.","false","left","social","0","0","NewsPolyML","correctiv.org"
"krankenkasse_gesundheitskasse_3","Krankenkasse","Gesundheitskasse","Die Länderkammer billigte ein Gesetz, durch das Betriebsrentner weniger Geld an die Krankenkasse zahlen müssen.","Die Länderkammer billigte ein Gesetz, durch das Betriebsrentner weniger Geld an die Gesundheitskasse zahlen müssen.","true","left","social","0","0","Medienkompass","www.stern.de"
"krankenkasse_gesundheitskasse_4","Krankenkasse","Gesundheitskasse","Die korrespondierende Regelung für die Krankenkassen ist in § 284 Abs.","Die korrespondierende Regelung für die Gesundheitskassen ist in § 284 Abs.","true","left","social","0","0","Medienkompass","www.stern.de"
"krankenkasse_gesundheitskasse_5","Krankenkasse","Gesundheitskasse","Der Bundeszuschuss an die Krankenkassen ist nicht allein durch Kürzungen von Ausgaben zu realisieren.","Der Bundeszuschuss an die Gesundheitskassen ist nicht allein durch Kürzungen von Ausgaben zu realisieren.","true","left","social","0","0","Medienkompass","www.stern.de"
"krankenkasse_gesundheitskasse_6","Krankenkasse","Gesundheitskasse","Der Herrscher über den Gesundheitsfonds verteilt 167 Milliarden Euro zwischen den Krankenkassen.","Der Herrscher über den Gesundheitsfonds verteilt 167 Milliarden Euro zwischen den Gesundheitskassen.","true","left","social","0","0","Medienkompass","www.stern.de"
"krieg_konflikt_1","Krieg","Konflikt","Diese Video zeigt ukrainische Einheiten beim Inszenieren von Kriegsofpern.","Dieses Video zeigt ukrainische Einheiten beim Inszenieren von Konfliktsopfern.","false","right","social","0","0","NewsPolyML","faktencheck.afp.com"
"krieg_konflikt_2","Krieg","Konflikt","Video zeigt ukrainischen Präsidenten Selenskyj trotz Krieg tanzend auf einer Bühne.","Das Video zeigt den ukrainischen Präsidenten Selenskyj, trotz Konflikt tanzend auf einer Bühne.","false","right","social","0","0","NewsPolyML","faktencheck.afp.com"
"krieg_konflikt_3","Krieg","Konflikt","Die Reisen von Islamisten in Kriegsgebiete werden noch weitgehender unter Strafe gestellt - wenn zum Beispiel in Syrien ein Terrorcamp aufgesucht werden soll.","Die Reisen von Islamisten in Konfliktgebiete werden noch weitgehender unter Strafe gestellt - wenn zum Beispiel ein Terrorcamp in Syrien aufgesucht werden soll.","true","right","social","0","0","Medienkompass","www.sueddeutsche.de"
"krieg_verteidigungsfall_1","Krieg","Verteidigungsfall","Vitali Klitschko inszeniert hier den Krieg in der Ukraine.","Vitali Klitschko inszeniert hier den Verteidigungsfall in der Ukraine.","false","left","social","0","0","NewsPolyML","faktencheck.afp.com"
"krieg_verteidigungsfall_2","Krieg","Verteidigungsfall","Roosevelt stellt den Alliierten zunächst großzügige Hilfe zur Verfügung und beginnt, seine Landsleute, die einem Krieg noch ablehnend gegenüberstehen, mit markigen Slogans zu mobilisieren.","Roosevelt stellt den Alliierten zunächst großzügige Hilfe zur Verfügung und beginnt, seine Landsleute, die einem Verteidigungsfall noch ablehnend gegenüberstehen, mit markigen Slogans zu mobilisieren.","true","left","social","0","0","Medienkompass","www.stern.de"
"kriegsminister_verteidigungsminister_1","Kriegsminister","Verteidigungsminister","Friedenaktivisten und Pazifisten wollen Demo gegen grüne Kriegsministerin Baerbock!","Friedensaktivisten und Pazifisten wollen Demo gegen grüne Verteidigungsministerin Baerbock!","false","left","social","0","0","DefaktS","Twitter"
"kriegsminister_verteidigungsminister_2","Kriegsminister","Verteidigungsminister","Schande und Peinlichkeit: Kriegsministerin Baerbock im Karneval.","Schande und Peinlichkeit: Verteidigungsministerin Baerbock im Karneval.","false","left","social","0","0","DefaktS","Twitter"
"kriegsminister_verteidigungsminister_3","Kriegsminister","Verteidigungsminister","Die hohen Ausfälle unter den Viehbeständen zwingen das preußische Kriegsministerium zum starken Ausbau des Heeresveterinärwesen.","Die hohen Ausfälle unter dem Viehbestand zwingen das preußische Verteidigungsministerium zum starken Ausbau des Heeresveterinärwesens.","true","left","social","0","0","Medienkompass","www.sueddeutsche.de"
"kriegsminister_verteidigungsminister_4","Kriegsminister","Verteidigungsminister","Der aufstrebende Kriegsminister Winston Churchill findet den Ausweg: Ein Monarch muss her!","Der aufstrebende Verteidigungsminister Winston Churchill findet den Ausweg: Ein Monarch muss her!","true","left","social","0","0","Medienkompass","www.stern.de"
"kriegsminister_verteidigungsminister_5","Kriegsminister","Verteidigungsminister","Während ein französischer General nach dem Einzug in Damaskus mit großer Geste ans Grab von Saladin trat, um als neuer „Kreuzritter“ mitzuteilen, man sei „wieder da“, musste sich Winston Churchill als Kriegsminister bereits mit einem verheerenden Aufstand im Irak herumschlagen, dessen Verlauf äußerst ungut an die jüngste Vergangenheit erinnert.","Während ein französischer General nach dem Einzug in Damaskus mit großer Geste ans Grab von Saladin trat, um als neuer „Kreuzritter“ mitzuteilen, man sei „wieder da“, musste sich Winston Churchill als Verteidigungsminister bereits mit einem verheerenden Aufstand im Irak herumschlagen, dessen Verlauf äußerst ungut an die jüngste Vergangenheit erinnerte.","true","left","social","0","0","Medienkompass","www.tagesspiegel.de"
"kriegsminister_verteidigungsminister_6","Kriegsminister","Verteidigungsminister","Er trifft erst den Reichskanzler Theobald von Bethmann Hollweg, später nimmt er ""die Vorträge"" des Kriegsministers und des Chefs des Militärkabinetts entgegen.","Er trifft erst den Reichskanzler Theobald von Bethmann Hollweg, später nimmt er ""die Vorträge"" des Verteidigungsministers und des Chefs des Militärkabinetts entgegen.","true","left","social","0","0","Medienkompass","www.sueddeutsche.de"
"lockdown_ausgangssperre_1","Lockdown","Ausgangssperre","Dieser Screenshot beweist Lockdown-Vorbereitungen der österreichischen Regierung schon im Februar.","Dieser Screenshot beweist die Ausgangssperre-Vorbereitungen der österreichischen Regierung schon im Februar.","false","none","social","0","0","NewsPolyML","faktencheck.afp.com"
"lockdown_ausgangssperre_2","Lockdown","Ausgangssperre","Einer Sprachnachricht zufolge habe der Paderborner Bürgermeister alle Bediensteten zusammengerufen und ihnen mitgeteilt, dass ein mindestens zweiwöchiger, eventuell dreiwöchiger Lockdown bevorstehe.","Einer Sprachnachricht zufolge habe der Paderborner Bürgermeister alle Bediensteten zusammengerufen und ihnen mitgeteilt, dass eine mindestens zweiwöchige, eventuell dreiwöchige Ausgangssperre bevorstehe.","false","none","social","0","0","NewsPolyML","correctiv.org"
"lockdown_ausgangssperre_3","Lockdown","Ausgangssperre","Italien, das früher und heftiger getroffen wurde von der Seuche als andere Länder Europas und sich einen langen, harten Lockdown auferlegt hatte, braucht die vielen Hilfsleistungen aus Brüssel nun ganz besonders.","Italien, das früher und heftiger von der Seuche getroffen wurde als andere Länder Europas und sich eine lange, harte Ausgangssperre auferlegt hatte, braucht die vielen Hilfsleistungen aus Brüssel nun ganz besonders.","true","none","social","0","0","Medienkompass","www.sueddeutsche.de"
"lügenpresse_medien_1","Lügenpresse","Medien","Lügenpresse verschweigt Gerichtsurteil: Plötzlicher Kindstod (SIDS) von Impfungen verursacht!","Medien verschweigen Gerichtsurteil: Plötzlicher Kindstod (SIDS) von Impfungen verursacht!","false","left","social","1","0","NewsPolyML","correctiv.org"
"machthaber_regierung_1","Machthaber","Regierung","Gebildete Frauen sind den Machthabern ein Dorn im Auge.","Gebildete Frauen sind den Regierungen ein Dorn im Auge.","false","left","social","0","0","DefaktS","Twitter"
"medien_lügenpresse_1","Medien","Lügenpresse","Diese Karten zeigen, wie Medien Panikmache mit Temperaturkarten betreiben.","Diese Karten zeigen, wie die Lügenpresse Panikmache mit Temperaturkarten betreibt.","false","right","social","0","0","NewsPolyML","faktencheck.afp.com"
"medien_lügenpresse_2","Medien","Lügenpresse","Hier protestierte eine Medien-Mitarbeiterin im ukrainischen Fernsehen gegen die Regierung.","Hier protestierte eine Lügenpresse-Mitarbeiterin im ukrainischen Fernsehen gegen die Regierung.","false","right","social","0","0","NewsPolyML","faktencheck.afp.com"
"medien_lügenpresse_3","Medien","Lügenpresse","Diese Karten entlarven den Klimawandel als Übertreibung von Medien.","Diese Karte entlarvt den Klimawandel als Übertreibung der Lügenpresse.","false","right","social","0","0","NewsPolyML","faktencheck.afp.com"
"medien_lügenpresse_4","Medien","Lügenpresse","Medien lügen über die Effekte von Omikron in Südafrika","Die Lügenpresse lügt über die Effekte von Omikron in Südafrika.","false","right","social","0","0","NewsPolyML","faktencheck.afp.com"
"medien_lügenpresse_5","Medien","Lügenpresse","Medienberichten zufolge waren in der Hauptstadt auch Einheiten der Streitkräfte gesichtet worden, was die Putschgerüchte genährt hatte.","Lügenpresseberichten zufolge waren in der Hauptstadt auch Einheiten der Streitkräfte gesichtet worden, was die Putschgerüchte genährt hatte.","true","right","social","0","0","Medienkompass","www.sueddeutsche.de"
"medien_lügenpresse_6","Medien","Lügenpresse","Nach Informationen dieser Medien hatte er Kontakte zum Netzwerk des kürzlich verhafteten Hildesheimer Predigers Abu Walaa, den Jäger früher einmal als ""Chefideologen"" der Salafisten in Deutschland eingestuft hatte.","Nach Informationen dieser Lügenpresse hatte er Kontakte zum Netzwerk des kürzlich verhafteten Hildesheimer Predigers Abu Walaa, den Jäger früher einmal als ""Chefideologen"" der Salafisten in Deutschland eingestuft hatte.","true","right","social","0","0","Medienkompass","www.n-tv.de"
"medien_lügenpresse_7","Medien","Lügenpresse","Medienberichten vom Donnerstag zufolge stimmten die Künstler Carlos Aires aus Spanien und Tanja Ostojic aus Serbien nun zu, die Bilder zu entfernen.","Lügenpresseberichten vom Donnerstag zufolge stimmten die Künstler Carlos Aires aus Spanien und Tanja Ostojic aus Serbien nun zu, die Bilder zu entfernen.","true","right","social","0","0","Medienkompass","www.stern.de"
"mitbewerber_konkurrent_1","Mitbewerber","Konkurrent","Ein großer, neuer Skandal scheint sich in den von Wikileaks veröffentlichten Redeauszügen nicht zu verbergen; ihr Mitbewerber in den Vorwahlen, Bernie Sanders, hatte Clinton immer wieder eine zu große Nähe zur Wall Street vorgeworfen.","Ein großer, neuer Skandal scheint sich in den von Wikileaks veröffentlichten Redeauszügen nicht zu verbergen; ihr Konkurrent in den Vorwahlen, Bernie Sanders, hatte Clinton immer wieder eine zu große Nähe zur Wall Street vorgeworfen.","true","right","social","0","0","Medienkompass","www.n-tv.de"
"mitbewerber_konkurrent_2","Mitbewerber","Konkurrent","Vor allem der Demokrat Tim Kaine fiel seinem Mitbewerber Mike Pence andauernd ins Wort.","Vor allem der Demokrat Tim Kaine fiel seinem Konkurrenten Mike Pence andauernd ins Wort.","true","right","social","0","0","Medienkompass","www.n-tv.de"
"mitbewerber_konkurrent_3","Mitbewerber","Konkurrent","In den Vorwahlen sagte ihr Mitbewerber Bernie Sanders, Spender wie Saudi-Arabien würden den Anschein erwecken, als gebe es einen Interessenkonflikt.","In den Vorwahlen sagte ihr Konkurrent Bernie Sanders, Spender wie Saudi-Arabien würden den Anschein erwecken, als gäbe es einen Interessenkonflikt.","true","right","social","0","0","Medienkompass","www.n-tv.de"
"mittel_waffen_1","Mittel","Waffen","Zitronen und Salz sind ein Wirksames Mittel gegen Migräne.","Zitronen und Salz sind eine wirksame Waffe gegen Migräne.","false","left","social","0","0","NewsPolyML","faktencheck.afp.com"
"mittel_waffen_2","Mittel","Waffen","Zitronen sind ein besseres Mittel gegen Krebs als eine Chemotherapie.","Zitronen sind eine bessere Waffe gegen Krebs als eine Chemotherapie.","false","left","social","0","0","NewsPolyML","faktencheck.afp.com"
"mittel_waffen_3","Mittel","Waffen","Einreise- und Kontensperren bleiben auch dann ein Mittel der symbolischen Politik, wenn sie nun ausgeweitet werden.","Einreise- und Kontensperren bleiben auch dann eine Waffe der symbolischen Politik, wenn sie nun ausgeweitet werden.","true","left","social","0","0","Medienkompass","www.sueddeutsche.de"
"nachrichtendienst_geheimdienst_1","Nachrichtendienst","Geheimdienst","Obama will die amerikanischen Nachrichtendienste anweisen, eng mit den deutschen zusammenzuarbeiten, damit es keine Missbräuche mehr gebe.","Obama will die amerikanischen Geheimdienste anweisen, eng mit den deutschen zusammenzuarbeiten, damit es keine Missbräuche mehr gibt.","true","left","social","0","0","Medienkompass","www.tagesspiegel.de"
"neoliberal_marktwirtschaftlich orientierte positionen_1","neoliberal","marktwirtschaftlich orientierte Positionen","In dem Moment, in dem führende SPD-Politiker die neoliberalen Denkmuster übernommen haben, haben sie deren Verbreitung gefördert.","In dem Moment, in dem führende SPD-Politiker die marktwirtschaftlich orientierten Denkmuster übernommen haben, haben sie deren Verbreitung gefördert.","true","right","economic","0","0","Medienkompass","www.sueddeutsche.de"
"neoliberal_marktwirtschaftlich orientierte positionen_2","neoliberal","marktwirtschaftlich orientierte Positionen","Der Autor führt mehrere Zitate als Belege an, allesamt aus einem Interview mit Welt Online aus dem Jahr 2010, in dem Gauck immer wieder seine neoliberale Haltung durchblicken lässt.","Der Autor führt mehrere Zitate als Belege an, allesamt aus einem Interview mit Welt Online aus dem Jahr 2010, in dem Gauck immer wieder seine marktwirtschaftlich orientierte Position durchblicken lässt.","true","right","economic","0","0","Medienkompass","www.sueddeutsche.de"
"neoliberal_marktwirtschaftlich orientierte positionen_3","neoliberal","marktwirtschaftlich orientierte Positionen","Das ist nicht mehr die Union von 2005, die mit einem neoliberalen Programm in die Wahl gezogen ist und damit beinahe gescheitert wäre.","Das ist nicht mehr die Union von 2005, die mit einem marktwirtschaftlich orientierten Programm in die Wahl gezogen ist und damit beinahe gescheitert wäre.","true","right","economic","0","0","Medienkompass","www.sueddeutsche.de"
"neoliberal_marktwirtschaftlich orientierte positionen_4","neoliberal","marktwirtschaftlich orientierte Positionen","Der südafrikanische Gewerkschaftsbund ""Cosatu"", die ANC-Jugendbewegung und die Kommunisten, die ihn innerhalb des ANC stützen, wollen ein Ende der neoliberalen Politik Mbekis, von der bisher nur ein schmaler Mittelstand profitiert.","Der südafrikanische Gewerkschaftsbund ""Cosatu"", die ANC-Jugendbewegung und die Kommunisten, die ihn innerhalb des ANC stützen, wollen ein Ende der marktwirtschaftlich orientierten Politik Mbekis, von der bisher nur ein schmaler Mittelstand profitiert.","true","right","economic","0","0","Medienkompass","www.stern.de"
"norm_regel_1","Norm","Regel","Ein Bauer konnte zu große Zucchini wegen einer EU-Norm nicht vermarkten.","Ein Bauer konnte zu große Zucchini wegen einer EU-Regel nicht vermarkten.","false","left","social","0","0","NewsPolyML","correctiv.org"
"norm_regel_2","Norm","Regel","Im Normalfall bedeutet dies, dass nun zwischen Spessart und Karwendel ein paar Umfragen laufen, um zu erkunden, was die Stimme des Volkes dazu sagt.","Im Regelfall bedeutet dies, dass nun zwischen Spessart und Karwendel ein paar Umfragen laufen, um zu erkunden, was die Stimme des Volkes dazu sagt.","true","left","social","0","0","Medienkompass","www.stern.de"
"nullwachstum_stagnation_1","Nullwachstum","Stagnation","Dann folgte in der ersten Prognose für 2015 ein Nullwachstum.","Dann folgte in der ersten Prognose für 2015 eine Stagnation.","true","none","economic","0","0","Medienkompass","www.tagesspiegel.de"
"obdachloser_penner_1","Obdachloser","Penner","Gloystein hatte bei der Eröffnung der Deutschen Weinwoche am Mittwoch einem vor der Bühne stehenden Mann - laut Medienberichten war es ein Obdachloser - Sekt auf den Kopf gegossen.","Gloystein hatte bei der Eröffnung der Deutschen Weinwoche am Mittwoch einem vor der Bühne stehenden Mann - laut Medienberichten war es ein Penner - Sekt auf den Kopf gegossen.","true","right","social","0","1","Medienkompass","www.stern.de"
